Notified,Source,Destination,Protocol,Length,Info
1,192.168.56.101,192.168.56.106,TCP,60,"416  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
1,192.168.56.106,192.168.56.101,TCP,58,42752  >  311 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
1,192.168.56.101,192.168.56.106,TCP,60,"311  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
1,192.168.56.106,192.168.56.101,TCP,58,42752  >  2033 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
1,192.168.56.106,192.168.56.101,TCP,58,42752  >  14442 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
1,192.168.56.101,192.168.56.106,TCP,60,"2033  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
1,192.168.56.101,192.168.56.106,TCP,60,"14442  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
1,192.168.56.106,192.168.56.101,TCP,58,42752  >  12000 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
1,192.168.56.101,192.168.56.106,TCP,60,"12000  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
1,192.168.56.106,192.168.56.101,TCP,58,42752  >  2105 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
1,192.168.56.106,192.168.56.101,TCP,58,42752  >  1201 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
1,192.168.56.101,192.168.56.106,TCP,60,"2105  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
1,192.168.56.106,192.168.56.101,TCP,58,42752  >  1839 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
1,192.168.56.101,192.168.56.106,TCP,60,"1201  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
1,192.168.56.101,192.168.56.106,TCP,60,"1839  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
1,192.168.56.106,192.168.56.101,TCP,58,42752  >  787 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
1,192.168.56.101,192.168.56.106,TCP,60,"787  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
1,192.168.56.106,192.168.56.101,TCP,58,42752  >  10215 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
1,192.168.56.101,192.168.56.106,TCP,60,"10215  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
1,192.168.56.106,192.168.56.101,TCP,58,42752  >  4242 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
1,192.168.56.101,192.168.56.106,TCP,60,"4242  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
1,192.168.56.106,192.168.56.101,TCP,58,42752  >  1026 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
1,192.168.56.101,192.168.56.106,TCP,60,"1026  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
1,192.168.56.106,192.168.56.101,TCP,58,42752  >  9575 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
1,192.168.56.106,192.168.56.101,TCP,58,42752  >  3827 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
1,192.168.56.101,192.168.56.106,TCP,60,"9575  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
1,192.168.56.101,192.168.56.106,TCP,60,"3827  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
1,192.168.56.106,192.168.56.101,TCP,58,42752  >  9100 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
1,192.168.56.101,192.168.56.106,TCP,60,"9100  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
1,192.168.56.106,192.168.56.101,TCP,58,42752  >  146 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
1,192.168.56.106,192.168.56.101,TCP,58,42752  >  5440 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
1,192.168.56.101,192.168.56.106,TCP,60,"146  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
1,192.168.56.101,192.168.56.106,TCP,60,"5440  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
1,192.168.56.106,192.168.56.101,TCP,58,42752  >  9000 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
1,192.168.56.106,192.168.56.101,TCP,58,42752  >  5802 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
1,192.168.56.101,192.168.56.106,TCP,60,"9000  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
1,192.168.56.106,192.168.56.101,TCP,58,42752  >  3370 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
1,192.168.56.101,192.168.56.106,TCP,60,"5802  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
1,192.168.56.101,192.168.56.106,TCP,60,"3370  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
1,192.168.56.106,192.168.56.101,TCP,58,42752  >  9001 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
1,192.168.56.101,192.168.56.106,TCP,60,"9001  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
1,192.168.56.106,192.168.56.101,TCP,58,42752  >  9110 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
1,192.168.56.101,192.168.56.106,TCP,60,"9110  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
1,192.168.56.106,192.168.56.101,TCP,58,42752  >  636 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
1,192.168.56.101,192.168.56.106,TCP,60,"636  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
1,192.168.56.106,192.168.56.101,TCP,58,42752  >  49175 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
1,192.168.56.106,192.168.56.101,TCP,58,42752  >  10626 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
1,192.168.56.101,192.168.56.106,TCP,60,"49175  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
1,192.168.56.106,192.168.56.101,TCP,58,42752  >  9502 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
1,192.168.56.101,192.168.56.106,TCP,60,"10626  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
1,192.168.56.106,192.168.56.101,TCP,58,42752  >  55555 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
1,192.168.56.101,192.168.56.106,TCP,60,"9502  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
1,192.168.56.101,192.168.56.106,TCP,60,"55555  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
1,192.168.56.106,192.168.56.101,TCP,58,42752  >  512 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
1,192.168.56.101,192.168.56.106,TCP,60,"512  >  42752 [SYN, ACK] Seq=0 Ack=1 Win=5840 Len=0 MSS=1460"
1,192.168.56.106,192.168.56.101,TCP,54,42752  >  512 [RST] Seq=1 Win=0 Len=0
1,192.168.56.106,192.168.56.101,TCP,58,42752  >  873 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
1,192.168.56.106,192.168.56.101,TCP,58,42752  >  5004 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
1,192.168.56.101,192.168.56.106,TCP,60,"873  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
1,192.168.56.106,192.168.56.101,TCP,58,42752  >  82 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
1,192.168.56.101,192.168.56.106,TCP,60,"5004  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
1,192.168.56.106,192.168.56.101,TCP,58,42752  >  4125 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
1,192.168.56.101,192.168.56.106,TCP,60,"82  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
1,192.168.56.106,192.168.56.101,TCP,58,42752  >  6547 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
1,192.168.56.101,192.168.56.106,TCP,60,"4125  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
1,192.168.56.101,192.168.56.106,TCP,60,"6547  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
1,192.168.56.106,192.168.56.101,TCP,58,42752  >  3580 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
1,192.168.56.101,192.168.56.106,TCP,60,"3580  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
1,192.168.56.106,192.168.56.101,TCP,58,42752  >  222 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
1,192.168.56.106,192.168.56.101,TCP,58,42752  >  2492 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
1,192.168.56.101,192.168.56.106,TCP,60,"222  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
1,192.168.56.106,192.168.56.101,TCP,58,42752  >  1083 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
1,192.168.56.101,192.168.56.106,TCP,60,"2492  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
1,192.168.56.101,192.168.56.106,TCP,60,"1083  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
1,192.168.56.106,192.168.56.101,TCP,58,42752  >  5101 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
1,192.168.56.101,192.168.56.106,TCP,60,"5101  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
1,192.168.56.106,192.168.56.101,TCP,58,42752  >  2399 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
1,192.168.56.101,192.168.56.106,TCP,60,"2399  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
1,192.168.56.106,192.168.56.101,TCP,58,42752  >  3871 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
1,192.168.56.101,192.168.56.106,TCP,60,"3871  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
1,192.168.56.106,192.168.56.101,TCP,58,42752  >  1023 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
1,192.168.56.101,192.168.56.106,TCP,60,"1023  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
1,192.168.56.106,192.168.56.101,TCP,58,42752  >  3914 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
1,192.168.56.106,192.168.56.101,TCP,58,42752  >  1122 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
1,192.168.56.101,192.168.56.106,TCP,60,"3914  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
1,192.168.56.106,192.168.56.101,TCP,58,42752  >  2043 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
1,192.168.56.101,192.168.56.106,TCP,60,"1122  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
1,192.168.56.101,192.168.56.106,TCP,60,"2043  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
1,192.168.56.106,192.168.56.101,TCP,58,42752  >  3828 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
1,192.168.56.101,192.168.56.106,TCP,60,"3828  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
1,192.168.56.106,192.168.56.101,TCP,58,42752  >  14238 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
1,192.168.56.101,192.168.56.106,TCP,60,"14238  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
1,192.168.56.106,192.168.56.101,TCP,58,42752  >  2718 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
1,192.168.56.101,192.168.56.106,TCP,60,"2718  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
1,192.168.56.106,192.168.56.101,TCP,58,42752  >  4006 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
1,192.168.56.101,192.168.56.106,TCP,60,"4006  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
1,192.168.56.106,192.168.56.101,TCP,58,42752  >  5730 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
1,192.168.56.106,192.168.56.101,TCP,58,42752  >  2099 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
1,192.168.56.101,192.168.56.106,TCP,60,"5730  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
1,192.168.56.106,192.168.56.101,TCP,58,42752  >  51493 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
1,192.168.56.101,192.168.56.106,TCP,60,"2099  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
1,192.168.56.106,192.168.56.101,TCP,58,42752  >  1213 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
1,192.168.56.101,192.168.56.106,TCP,60,"51493  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
1,192.168.56.101,192.168.56.106,TCP,60,"1213  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
1,192.168.56.106,192.168.56.101,TCP,58,42752  >  2323 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
1,192.168.56.101,192.168.56.106,TCP,60,"2323  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
1,192.168.56.106,192.168.56.101,TCP,58,42752  >  2042 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
1,192.168.56.101,192.168.56.106,TCP,60,"2042  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
1,192.168.56.106,192.168.56.101,TCP,58,42752  >  49999 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
1,192.168.56.101,192.168.56.106,TCP,60,"49999  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
1,192.168.56.106,192.168.56.101,TCP,58,42752  >  1864 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
1,192.168.56.106,192.168.56.101,TCP,58,42752  >  1090 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
1,192.168.56.101,192.168.56.106,TCP,60,"1864  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
1,192.168.56.106,192.168.56.101,TCP,58,42752  >  9500 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
1,192.168.56.101,192.168.56.106,TCP,60,"1090  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
1,192.168.56.106,192.168.56.101,TCP,58,42752  >  3918 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
1,192.168.56.101,192.168.56.106,TCP,60,"9500  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
1,192.168.56.106,192.168.56.101,TCP,58,42752  >  544 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
1,192.168.56.101,192.168.56.106,TCP,60,"3918  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
1,192.168.56.106,192.168.56.101,TCP,58,42752  >  1093 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
1,192.168.56.101,192.168.56.106,TCP,60,"544  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
1,192.168.56.106,192.168.56.101,TCP,58,42752  >  1455 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
1,192.168.56.101,192.168.56.106,TCP,60,"1093  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
1,192.168.56.101,192.168.56.106,TCP,60,"1455  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
1,192.168.56.106,192.168.56.101,TCP,58,42752  >  20222 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
1,192.168.56.106,192.168.56.101,TCP,58,42752  >  8093 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
1,192.168.56.101,192.168.56.106,TCP,60,"20222  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
1,192.168.56.106,192.168.56.101,TCP,58,42752  >  1185 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
1,192.168.56.101,192.168.56.106,TCP,60,"8093  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
1,192.168.56.106,192.168.56.101,TCP,58,42752  >  6788 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
1,192.168.56.101,192.168.56.106,TCP,60,"1185  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
1,192.168.56.101,192.168.56.106,TCP,60,"6788  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
1,192.168.56.106,192.168.56.101,TCP,58,42752  >  2126 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
1,192.168.56.101,192.168.56.106,TCP,60,"2126  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
1,192.168.56.106,192.168.56.101,TCP,58,42752  >  4662 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
1,192.168.56.101,192.168.56.106,TCP,60,"4662  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
1,192.168.56.106,192.168.56.101,TCP,58,42752  >  6566 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
1,192.168.56.101,192.168.56.106,TCP,60,"6566  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
1,192.168.56.106,192.168.56.101,TCP,58,42752  >  6689 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
1,192.168.56.106,192.168.56.101,TCP,58,42752  >  2009 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
1,192.168.56.101,192.168.56.106,TCP,60,"6689  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
1,192.168.56.106,192.168.56.101,TCP,58,42752  >  13783 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
1,192.168.56.101,192.168.56.106,TCP,60,"2009  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
1,192.168.56.106,192.168.56.101,TCP,58,42752  >  5120 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
1,192.168.56.101,192.168.56.106,TCP,60,"13783  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
1,192.168.56.101,192.168.56.106,TCP,60,"5120  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
1,192.168.56.106,192.168.56.101,TCP,58,42752  >  6106 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
1,192.168.56.101,192.168.56.106,TCP,60,"6106  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
1,192.168.56.106,192.168.56.101,TCP,58,42752  >  4000 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
1,192.168.56.101,192.168.56.106,TCP,60,"4000  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
1,192.168.56.106,192.168.56.101,TCP,58,42752  >  1024 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
1,192.168.56.106,192.168.56.101,TCP,58,42752  >  57797 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
1,192.168.56.101,192.168.56.106,TCP,60,"1024  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
1,192.168.56.106,192.168.56.101,TCP,58,42752  >  9002 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
1,192.168.56.101,192.168.56.106,TCP,60,"57797  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
1,192.168.56.106,192.168.56.101,TCP,58,42752  >  54328 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
1,192.168.56.101,192.168.56.106,TCP,60,"9002  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
1,192.168.56.101,192.168.56.106,TCP,60,"54328  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
1,192.168.56.106,192.168.56.101,TCP,58,42752  >  8090 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
1,192.168.56.101,192.168.56.106,TCP,60,"8090  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
1,192.168.56.106,192.168.56.101,TCP,58,42752  >  8443 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
1,192.168.56.101,192.168.56.106,TCP,60,"8443  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
1,192.168.56.106,192.168.56.101,TCP,58,42752  >  144 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
1,192.168.56.101,192.168.56.106,TCP,60,"144  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
1,192.168.56.106,192.168.56.101,TCP,58,42752  >  3920 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
1,192.168.56.106,192.168.56.101,TCP,58,42752  >  6006 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
1,192.168.56.101,192.168.56.106,TCP,60,"3920  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
1,192.168.56.106,192.168.56.101,TCP,58,42752  >  26 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
1,192.168.56.101,192.168.56.106,TCP,60,"6006  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
1,192.168.56.101,192.168.56.106,TCP,60,"26  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
1,192.168.56.106,192.168.56.101,TCP,58,42752  >  10012 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
1,192.168.56.101,192.168.56.106,TCP,60,"10012  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
1,192.168.56.106,192.168.56.101,TCP,58,42752  >  2920 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
1,192.168.56.106,192.168.56.101,TCP,58,42752  >  301 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
1,192.168.56.101,192.168.56.106,TCP,60,"2920  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
1,192.168.56.106,192.168.56.101,TCP,58,42752  >  5414 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
1,192.168.56.101,192.168.56.106,TCP,60,"301  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
1,192.168.56.101,192.168.56.106,TCP,60,"5414  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
1,192.168.56.106,192.168.56.101,TCP,58,42752  >  30 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
1,192.168.56.101,192.168.56.106,TCP,60,"30  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
1,192.168.56.106,192.168.56.101,TCP,58,42752  >  50300 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
1,192.168.56.106,192.168.56.101,TCP,58,42752  >  9207 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
1,192.168.56.101,192.168.56.106,TCP,60,"50300  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
1,192.168.56.106,192.168.56.101,TCP,58,42752  >  5405 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
1,192.168.56.101,192.168.56.106,TCP,60,"9207  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
1,192.168.56.101,192.168.56.106,TCP,60,"5405  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
1,192.168.56.106,192.168.56.101,TCP,58,42752  >  5903 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
1,192.168.56.101,192.168.56.106,TCP,60,"5903  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
1,192.168.56.106,192.168.56.101,TCP,58,42752  >  1107 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
1,192.168.56.106,192.168.56.101,TCP,58,42752  >  33899 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
1,192.168.56.101,192.168.56.106,TCP,60,"1107  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
1,192.168.56.106,192.168.56.101,TCP,58,42752  >  1271 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
1,192.168.56.101,192.168.56.106,TCP,60,"33899  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
1,192.168.56.101,192.168.56.106,TCP,60,"1271  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
1,192.168.56.106,192.168.56.101,TCP,58,42752  >  666 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
1,192.168.56.101,192.168.56.106,TCP,60,"666  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
1,192.168.56.106,192.168.56.101,TCP,58,42752  >  8002 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
1,192.168.56.101,192.168.56.106,TCP,60,"8002  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
1,192.168.56.106,192.168.56.101,TCP,58,42752  >  7019 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
1,192.168.56.101,192.168.56.106,TCP,60,"7019  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
1,192.168.56.106,192.168.56.101,TCP,58,42752  >  9200 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
1,192.168.56.101,192.168.56.106,TCP,60,"9200  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
1,192.168.56.106,192.168.56.101,TCP,58,42752  >  1036 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
1,192.168.56.101,192.168.56.106,TCP,60,"1036  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
1,192.168.56.106,192.168.56.101,TCP,58,42752  >  9103 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
1,192.168.56.106,192.168.56.101,TCP,58,42752  >  11110 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
1,192.168.56.101,192.168.56.106,TCP,60,"9103  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
1,192.168.56.101,192.168.56.106,TCP,60,"11110  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
1,192.168.56.106,192.168.56.101,TCP,58,42752  >  5544 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
1,192.168.56.101,192.168.56.106,TCP,60,"5544  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
1,192.168.56.106,192.168.56.101,TCP,58,42752  >  1328 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
1,192.168.56.106,192.168.56.101,TCP,58,42752  >  1165 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
1,192.168.56.101,192.168.56.106,TCP,60,"1328  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
1,192.168.56.106,192.168.56.101,TCP,58,42752  >  1277 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
1,192.168.56.101,192.168.56.106,TCP,60,"1165  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
1,192.168.56.106,192.168.56.101,TCP,58,42752  >  9111 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
1,192.168.56.101,192.168.56.106,TCP,60,"1277  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
1,192.168.56.106,192.168.56.101,TCP,58,42752  >  24444 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
1,192.168.56.101,192.168.56.106,TCP,60,"9111  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
1,192.168.56.101,192.168.56.106,TCP,60,"24444  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
1,192.168.56.106,192.168.56.101,TCP,58,42752  >  5950 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
1,192.168.56.106,192.168.56.101,TCP,58,42752  >  62078 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
1,192.168.56.101,192.168.56.106,TCP,60,"5950  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
1,192.168.56.106,192.168.56.101,TCP,58,42752  >  8300 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
